,Unnamed: 0,Title,Article,Headline,Title_URL,Image,Facebook_likes,Facebook_comments,Facebook_shares,Comment_replies,results
461,461,Daily Mail,When two Netflix worlds collide,Bridgerton's Adjoa Andoh leads stars joining The Witcher season two,https://www.facebook.com/DailyMail/?__cft__[0]=AZUQe0jcTjpMgzVbe0E5TQ93-qaDJrYpuRWlv_MYxHI-YNw_Tj7dS39DDLMihwNVZgktFITZ3o9BD0AyJxASgBCQPXWgiDgEstIvEjd1DgiJJKZI_D7KOuBKU1p16BfuHvKT-nq2lEMfmwjw3G0n2NzL&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQF-qwHR62fKvvWx&w=500&h=261&url=https%3A%2F%2Fi.dailymail.co.uk%2F1s%2F2021%2F03%2F22%2F15%2F40789204-0-image-a-5_1616425993293.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQFImeq9-pjGkf0_,70.0,,1.0,,'FAKE'
462,462,Daily Mail,A cow barely able to keep its head above water has been saved by a kind Aussie woman,Heroic woman saves trapped cow by lifting its head out of rising flood waters in Australia,https://www.facebook.com/DailyMail/?__cft__[0]=AZU7lAfINZfUiOCnH8Sz7FWYdSn-SP9NE71qm9aikWGFg985-OqHn7gkYLjaREpmfQQlc6cdh7mLbY-rDptk9zuvMRgSZE09UaQPQl0GFt0tiZUWesxWYaPP_5qV8DJPeb4_93V5Tf9LXFJkwCBk6psv&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQHxCtmW0BS-tyc8&w=500&h=261&url=https%3A%2F%2Fi.dailymail.co.uk%2F1s%2F2021%2F03%2F21%2F00%2F40730824-0-image-a-9_1616286113880.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQEjSdkDyK7a_nnk,590.0,40.0,31.0,0,'FAKE'
463,463,Daily Mail,Kellyanne Conway's daughter has had her superstar dreams crushed,Claudia Conway is booted off American Idol because she 'didn't stand out',https://www.facebook.com/DailyMail/?__cft__[0]=AZXYvFl3BEbJX-CY-j4P0RxCHXYi8hYkiyLtWjfHrQrWNxvq1ydJR5ltRCgnmwocDy6-nsa5If3pER3-crWOhSYe6Q5pm5RQA1HlxSBHO4uI2Ek_CqGWaqR3_WZBCgDcp5ZpXDak3gGtV-xwVTZQq_Q8&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQEXDXuQP1fhDhzV&w=500&h=261&url=https%3A%2F%2Fi.dailymail.co.uk%2F1s%2F2021%2F03%2F23%2F01%2F40810990-0-image-a-49_1616464330585.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQHQxoD0zB4ssbAw,111.0,59.0,3.0,6,'FAKE'
464,464,Daily Mail,The girl was located in the woods approximately two hours after she was reported missing.,"Boy, 14, is charged with murder and child molestation after girl, 6, is found dead",https://www.facebook.com/DailyMail/?__cft__[0]=AZXdHIEk1vTFGlMeZ_6lYovO8dLzxxMS8XmPRcNsb2X0Uy90LH9pJkXzLMbyySUYCHmU0xsmO3iAiuQolANspybbipBGWfrvXHWd5adXc2Es63JX7PejY1-aX-pMkMbsPk3iWHtbl7i1G4UuwTu6tily&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQFNTfCz9Lfm_MTb&w=500&h=261&url=https%3A%2F%2Fs3.amazonaws.com%2Fprod-cust-photo-posts-jfaikqealaka%2F6a5a8415-ab01-d40c-3127-f1945b203587.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQG3muUa3wj0DiSd,3200.0,650.0,228.0,1,'FAKE'
465,465,Daily Mail,What an amazing rescue!  via Newsflare,,https://www.facebook.com/DailyMail/?__cft__[0]=AZX-hQjjGPbEeJOJFoq-j0kEYrzleyI43RNWHaK1swo6xholCXyedrJR2awqskY7ovhnQRcuzZQG2R_yf7qe5WA5IW0o0Pjun6DMngGpLpq3c7iArhZr_GbzF1e1hUpgETKRJsSEYZDtVv65OjC16L6IMHMJvYTo05gRvPne8PTdkw&__tn__=-UC%2CP-R,,219.0,9.0,27.0,0,'FAKE'
467,467,Daily Mail,JUST IN: Police have confirmed 10 people were shot dead during the horror attack.,Ten dead 'including a cop' as Colorado gunman shoots up grocery store,https://www.facebook.com/DailyMail/?__cft__[0]=AZVX5NUJQAItaqxu1wFd1LE1Gnj9VhmKPizRISqgzlS4Bdir0GWEhyl5U913BB1cnnDVE_hnxqyI9HOLsTHNzLPkSUzL8KynWiqcW8GEQ3vtTwd3IGVSnEhi5v3v6Uw4W_nx-xiWWdlBB36YIFfRUGVg&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQGf5b9JHlaNJJ7J&w=500&h=261&url=https%3A%2F%2Fs3.amazonaws.com%2Fprod-cust-photo-posts-jfaikqealaka%2F21f4f299-30e3-1356-9aef-b84f5feb742f.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQGh2HdIhdn6qU4I,1000.0,878.0,247.0,66,'FAKE'
468,468,Daily Mail,How have Harry & Meghan lost ANOTHER right hand woman?,Harry and Meghan’s chief of staff steps down after less than a year in the job,https://www.facebook.com/DailyMail/?__cft__[0]=AZW6jJSEzUv1tB4zBrjUyxgSpsr7zEMWQdQx1m2ZBcX1oObU-anS61srxrGubhq5vnlnImOHPRLJyT2rg-qsP0BQl6TMWjsGSumE_MR86lzR8kaw6LkevQIECKeWLuedsXyh-v8J8u7T3Sog9Mp490yZ&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQGmbSGiXGEZyUQk&w=500&h=261&url=https%3A%2F%2Fs3.amazonaws.com%2Fprod-cust-photo-posts-jfaikqealaka%2F703bcf42-0e0f-25f1-a37f-a6a726cdb245.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQF9yCTKcMRPfUkM,159.0,139.0,4.0,9,'FAKE'
469,469,Daily Mail,JUST IN,"Huge blaze in Bangladesh kills five as 20,000 flee their homes",https://www.facebook.com/DailyMail/?__cft__[0]=AZX6Z5ChILdTXqYLY-WPHFWdrMwb-cQU1V0YAER-LqLXh3rnW6hkozV_IeroeSeNjq13Y5hkUKx6ROCH1eXdAEPtu4Qbps7GdfCtOxhdH7T_Uj6BLEFTVMsmPWkyt655-DpQVukm31BBnTmEdk5dK9-P&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQEgybxYchxyPrMU&w=500&h=261&url=https%3A%2F%2Fs3.amazonaws.com%2Fprod-cust-photo-posts-jfaikqealaka%2Fe3ab3ca9-f109-ad9e-ca51-923b9b3d848d.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQFkQuwwrMbySsTH,233.0,23.0,41.0,1,'FAKE'
470,470,Daily Mail,'I saw blood coming out of her head',Spa shooting survivor recounts harrowing moment he watched gunman shoot his masseuse dead,https://www.facebook.com/DailyMail/?__cft__[0]=AZUZLha966d0dxIUqK1oQpkkihtwmO7oc1UzCnCUWl5ZohvSURLwvac3c58833Tnb0_vqiSkc6SlwiM7zjrzz2WJZeTzVVivmcWaycstRq5HnUZ_VgY0jDTFPxW-11kR08wbOUYp0Ll-udm2XWqXlrVQ&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQGH1FyFA9OshvQN&w=500&h=261&url=https%3A%2F%2Fi.dailymail.co.uk%2F1s%2F2021%2F03%2F23%2F00%2F40809258-0-image-a-30_1616460474218.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQEHB5RYsXidunu_,97.0,16.0,7.0,1,'FAKE'
471,471,Daily Mail,This cheeky dog is a serial shoe thief!   via ViralPress,,https://www.facebook.com/DailyMail/?__cft__[0]=AZV5XcESFFsMDhhwH-yuYTlg2GG_W-cndh73VJPSlqD4JDLhaiYSdy2LCbonGkNv7c8yNT_d03zFCKLZEZylO-5LQjAXCtQi7u81zzQMTbJyXnkDO3AxgNFSg5u1KfZQUaaJJzCAftAeWw27BYiKhltTcVvOinq1UwOyPv3RiVfIkA&__tn__=kC%2CP-R,,246.0,11.0,29.0,0,'FAKE'
472,472,Daily Mail,The curious creature walks over the camera and gives it a sniff,Elephant captures some interesting angles when it picks up a hidden camera in its trunk,https://www.facebook.com/DailyMail/?__cft__[0]=AZXGjT0VJnFt9EXMBEe4f5gp0kAyrxJGPl_J9uamrK-X-hT-lfH7_jWclPq88az40CZmgCF1ZEsfP247XcvEuCh3f0qWkkLcacVJj3bypL55vvZiXaQmg-iGLGRig4-S2fy6M8jpplk9Hjwa1uVKOKdW&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQFvwHumfgIP8pOy&w=500&h=261&url=https%3A%2F%2Fs3.amazonaws.com%2Fprod-cust-photo-posts-jfaikqealaka%2Fec8546be-da0e-ec53-b17b-4b4aebcf0a0c.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQF9upgyPsQPTTlZ,39.0,2.0,9.0,,'FAKE'
473,473,Daily Mail,Joe is coming for the rich!,"Biden is looking to tax the rich by going after Americans making more than $400,000 a year",https://www.facebook.com/DailyMail/?__cft__[0]=AZXZj7EOA0Ys--zGB4j4wOotb8KZ4xSuRBGMbJRIr6RhHwd3xm-11pQDVh6FwG2YC3bpuuzxmPpIn0ZzjQMkgrBQQ4ULZA0iAmUVbwMmERz3YgZzLpxmRXnh8bbC3YOaU1thlflTqc_v5k8F9fUXQwgV&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQEZ24M8l3Yu6m71&w=500&h=261&url=https%3A%2F%2Fs3.amazonaws.com%2Fprod-cust-photo-posts-jfaikqealaka%2Fef47fff6-8ec5-8fef-945c-cc794ea8acdd.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQFCjB37ouep2OFP,943.0,568.0,44.0,25,'FAKE'
474,474,Daily Mail,Congratulations and what a beautiful name,"Celebrity hairstylist Jen Atkin, 41, welcomes baby boy using a surrogate",https://www.facebook.com/DailyMail/?__cft__[0]=AZUI3Ns-I9kNjZbZR4bj8JlLTULEwWvJjjqXJvwsAd9_VIvWdWwrE_VR89Nr0VOEnb1iJ6OLu4AZAgpIa5BGBFEd3uthcINrRbPAIYAToGhN8PNEx9ee7Ve-E8CivfUmUVu1u5JobRB3Rq3aIfeD2yyv&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQHVbc45pKdclfJb&w=500&h=261&url=https%3A%2F%2Fi.dailymail.co.uk%2F1s%2F2021%2F03%2F22%2F00%2F40761920-0-image-a-15_1616373215317.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQG4Fz_Ow9gAOxGu,100.0,12.0,3.0,0,'FAKE'
476,476,Daily Mail,'They said they wanted privacy and they didn't want to be famous and they didn't want to do interviews — but all they've done since is basically do interviews.',SEBASTIAN SHAKESPEARE: Petra Ecclestone in privacy swipe at Prince Harry and Meghan Markle,https://www.facebook.com/DailyMail/?__cft__[0]=AZXEOpTm0Y_u6mPO2VZBVn0LnXZJlUglKZEMeO3wpYCblwdcqJs6qzyMmZ7P_DBHWhUNmwLz2PJLD0dyIGXAZjz7Z1XL-MN-fMVPO_ySdDQvfeDIybhLakluK-nmz83WtwcYhn3PZejiNhxnjYk8rgW6&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQEForqS4I-m7g3U&w=500&h=261&url=https%3A%2F%2Fi.dailymail.co.uk%2F1s%2F2021%2F03%2F22%2F23%2F40805820-0-image-a-33_1616454736791.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQEaIb74ry3mWXuU,972.0,405.0,36.0,5,'FAKE'
477,477,Daily Mail,'I don't know how all of this got so twisted',Kylie Jenner addresses backlash for not donating enough and asking for money to help makeup artist,https://www.facebook.com/DailyMail/?__cft__[0]=AZW2FcoCUXjTzPnab1RXBrVkfwwi9MH-5O8rdQnsTfFK-zyUsMprkN8Xdxb-6vM2nqVG0wlaWDnSCPyB-E2YdY6hXRWVTAwoRDbR7uqzRsDrr3hYC3gVAPlOmDYKUhxgZBelJc09V3EZktJjQqOATm-R&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQE9deuCqScnajWU&w=500&h=261&url=https%3A%2F%2Fs3.amazonaws.com%2Fprod-cust-photo-posts-jfaikqealaka%2F121a165d-f517-e16c-43a0-736aa385e5d3.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQH6MaE77NU2Z1on,75.0,120.0,7.0,20,'FAKE'
478,478,Daily Mail,These police officers are risking their lives to rescue these puppies!,,https://www.facebook.com/DailyMail/?__cft__[0]=AZU7isQg-ET8gNbzjAUcFmEZMzMDZRRFpTApq1jKmrFgB6le4iyn4KKti7LZIGPpVwLGbdyXfmwouIsIu5NzHwWYcrNpB8copBEJWN8Y53KpxIbiVvtPJc0PkSWeI3CskV0Ac-U2AVO1wLgkqscOf9ZkOivn9bxbfoaY6opVSeONzA&__tn__=kC%2CP-R,,287.0,31.0,45.0,0,'FAKE'
479,479,Daily Mail,'They think our country is stupid',Trump says China is 'laughing' at the US for its 'woke' culture and obsession with Dr. Seuss,https://www.facebook.com/DailyMail/?__cft__[0]=AZVXYkmKgPSSUX9MONiLt3XmFD7FdiFbO_KhH8vUT7jYb1tnoSGlvpHGHPeYS0h8kZNZhDSLjnZUCSBBZZbK24cnZd1SDlwocwGS9PyFItiCeJPPcgfQUDQ4XUnBhZC7g5aLSDkg3xUJqavlXP-hXrDU&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQFANKcARrxSCR4i&w=500&h=261&url=https%3A%2F%2Fi.dailymail.co.uk%2F1s%2F2021%2F03%2F22%2F22%2F40803264-0-image-a-5_1616450796162.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQE2ohzT6BCzmfTI,803.0,695.0,50.0,95,'FAKE'
481,481,Daily Mail,"Sinead Lyons, 41, is missing with her dog Flossie.",Irish woman is still missing ten days after vanishing in a national park,https://www.facebook.com/DailyMail/?__cft__[0]=AZXfECeElqnxipJMvX0n4i9OTAQTPd7fb7yipYKWBMOoY6RcbEiZyFW2pcQYmu54I05UXIgY_r8FzdYtLW_LTiJZqtbcMZgDcdKe-ELBKKmM6zhZib880J0uHL-XPzHI6zDNggxEVIKYqiQiMSHJMVAe&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQHXHcpAFnzPvjQ-&w=500&h=261&url=https%3A%2F%2Fi.dailymail.co.uk%2F1s%2F2021%2F03%2F22%2F14%2F40786634-0-image-a-27_1616422486513.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQEydn5Ikin773tP,147.0,17.0,36.0,0,'FAKE'
482,482,Daily Mail,It's been spotted three times.,'New York' Covid variant that may evade vaccine-triggered immunity is already in the UK,https://www.facebook.com/DailyMail/?__cft__[0]=AZVUH_hXK5FGwhMWsj8KhcwCy0lkcuoaWcdtCB6_mrahZrDveD0ujwCnM96M73SSqSN5nK1UXyzWMZob8MtwiF-XZLKHPZrwik9a7cDEJ-CM6QxfP_Un20H66BAxILVW-BrlQSG9JGfI8F_4SshuOaJB&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQHg4fwGkcTcfptT&w=500&h=261&url=https%3A%2F%2Fs3.amazonaws.com%2Fprod-cust-photo-posts-jfaikqealaka%2F03e356ff-1fd3-92a7-a537-a45a110e1269.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQE3lGn81IYLKC47,172.0,102.0,42.0,3,'FAKE'
483,483,Daily Mail,President Joe Biden´s Cabinet is nearly complete,Boston Mayor Marty Walsh CONFIRMED as Biden's Labor Secretary,https://www.facebook.com/DailyMail/?__cft__[0]=AZXPVlJ5sgxKZr-97HIyxXtitwojb3-dFwI4ZBuobOIdslMd4r9y-_sb_ihB5zYtzOqWUroo9bODoHKFBGgzZQKwzMrhWGe2g8sPAqFYU5y9wzhqMe8Kx7LdfZXypdvoJhbUpg0s7PLs7KCxCugguBk5&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQGP6-TPSHtRM0c6&w=500&h=261&url=https%3A%2F%2Fs3.amazonaws.com%2Fprod-cust-photo-posts-jfaikqealaka%2Ff01cbb01-ab1a-ceb4-0cf0-9e84c4af2ce2.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQH1Eny9AKZLi3LO,73.0,68.0,5.0,2,'FAKE'
484,484,Daily Mail,"She thought she was going to die. He took her prisoner and brutally battered her, leaving her with with a broken nose, fractured eye socket and internal bleeding.",Mother reveals horror injuries inflicted by violent boyfriend when she refused to give him money,https://www.facebook.com/DailyMail/?__cft__[0]=AZVIS_BmODz_291TKkunOu4jCpNkTC1dVMQhwRR8ytottc5pXR0IAwd0Do3tYlRB-yK8HQk9uF3pFQ5ORsKzoOQ597UgPad14lwcg7pnctZdGT3qECVLWLGZHsZChGPIblrbu4w1i2RODTk04nIFit56&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQGvgYgiA9CPE764&w=500&h=261&url=https%3A%2F%2Fs3.amazonaws.com%2Fprod-cust-photo-posts-jfaikqealaka%2F4d880819-06cc-f13f-82f7-fa2d743a4498.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQE87172Wk6_QO_4,899.0,457.0,116.0,0,'FAKE'
485,485,Daily Mail,Bukayo Saka worth MORE than Harry Kane,Top 15 most valuable footballers in the WORLD are revealed in new study,https://www.facebook.com/DailyMail/?__cft__[0]=AZW2tSm4VFIw7F9eK-Rjrl1NUZtFC3Y4bHhZ4-8yfVkhHVDRbUeRFDm9O91JZZap25bvwbAA_vx3WwhflM4-uVTtl9Wyv2NwqhGCN4eXKUaiE00QfjIpa8pxKM_f67-P7K1BDGS6l7vjsoDZX9FYGKO-&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQED36frd9xU6oEq&w=500&h=261&url=https%3A%2F%2Fs3.amazonaws.com%2Fprod-cust-photo-posts-jfaikqealaka%2F660c4550-b1fc-1a2e-00dc-05d3d846d408.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQHUgadJg3ts3v1-,66.0,19.0,9.0,1,'FAKE'
486,486,Daily Mail,"The ruling will be crushing for Maxwell, 59, who will likely have to remain in jail until her trial in July.",Ghislaine Maxwell is denied bail for a THIRD time,https://www.facebook.com/DailyMail/?__cft__[0]=AZXzaKoozokYnNk6zYITOQZ25HCG3WavMMReQDaHh5MerwSkpKbFWY3fJGGCHVZO9opPhPe1kuAUhHdHNrKcfbCW22bAbgcnEjTz0EL-LOfEx1Va49efowHLPXn9r2nXKbHl9NU-yz5wP2qzBFiN_Ugr&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQFukJPqjnB9-Be6&w=500&h=261&url=https%3A%2F%2Fi.dailymail.co.uk%2F1s%2F2021%2F03%2F22%2F23%2F40806534-0-image-a-11_1616456192817.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQGvzdyPvyoinPYL,543.0,117.0,34.0,0,'FAKE'
487,487,Daily Mail,This poor dog's face just melts your heart!  via Newsflare,,https://www.facebook.com/DailyMail/?__cft__[0]=AZWg9hLOLUqS8G-tb9iUv-qf9Qbyp9Ya09mHtatXmq-vdX3dg_a5udtrtEOAMMelmFLYMu0UyxfVmdsE0-NqoTH_oA4hxM_phsXpZyVVg3qDCAAsbv91XYRIbgv3FrCB6wQv681WPDwMfbAVgUkNmVTpDDElP_fiyBMzNBVNDt3QqQ&__tn__=kC%2CP-R,,232.0,13.0,24.0,0,'FAKE'
488,488,Daily Mail,Hate and hostility revealed in the Facebook group.,Dozens of Pittsburgh cops posted transphobic jibes and called BLM protesters 'terrorists' in private group,https://www.facebook.com/DailyMail/?__cft__[0]=AZWg0-wKH9yMx5MY8tuUKwHXav2PQuRitByq8EFp8-lT33ExVnnuLg5VrdWAzKiJXCpaF950Q_JN_zI08GglQ9ox7CU9zR1EV4pBccvTeQeEkaH1ghCIEQjPcp3eEjIPpF3h2ry3IcK_OIdkT8yMeCn2&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQHKIyPjiRvSsn7k&w=500&h=261&url=https%3A%2F%2Fs3.amazonaws.com%2Fprod-cust-photo-posts-jfaikqealaka%2Ff19219bc-b948-67ca-8bcc-db299960837c.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQFrr8lIcqHOTRGO,243.0,316.0,27.0,55,'FAKE'
489,489,Daily Mail,Not to be dramatic but I would do anything for these two!,,https://www.facebook.com/DailyMail/?__cft__[0]=AZUscl9_mtLrp1h6UtHP5ADdeLDpfiEGCC9zvcP4-ndW-AmPvJU2a4FcPwdaSWa7yzF9JidLiGukvwHrDc6ZFZspSeNZRPX57IPNVTaR60G8qwgf1eLpizk9AOFcICIi-GG9ZlVl_aCEZB-6j9-6qPtRM-hRVIDv2Xczaz2hJgwNjA&__tn__=kC%2CP-R,,3900.0,353.0,1200.0,3,'FAKE'
490,490,Daily Mail,It's going to be a knockout!,Jamie Foxx will play Mike Tyson in limited series,https://www.facebook.com/DailyMail/?__cft__[0]=AZXdAfLc5ttjvEYFTO8ExFc0U3rGUeJkV9zajo-KwpFFwfRW29R7ocOjCyyOK02NRFpUFijxRX_huZCtoSy0f3AU7qCbk1QFhAUn6sOdO5tibuieycY_3VZMm-6QMOvx5eYlUDIvXFfQVJE5dxOsmAvS&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQH-PPAz2JvGpd66&w=500&h=261&url=https%3A%2F%2Fi.dailymail.co.uk%2F1s%2F2021%2F03%2F22%2F18%2F40796598-0-image-a-80_1616438690911.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQEqidPMRdLEaUHW,109.0,38.0,17.0,0,'FAKE'
491,491,Daily Mail,Lost no more!,"Lost alum Jorge Garcia, 47, seen for first time in over TWO YEARS",https://www.facebook.com/DailyMail/?__cft__[0]=AZXol6Xza0UXwLvEJD0ZcuiEA_urVo9145d-jrwDmsFlei9kenrRQ6856MlhvblrotEYXTCFMGAM46TF5nwQZCglFFAG8C8AH2Tu8QNDbje_wyNkmdJqwlD7XdQkws8fSpzLfGtjpsmmJoKUY2JzWQoa&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQF5qmdwinc338NG&w=500&h=261&url=https%3A%2F%2Fi.dailymail.co.uk%2F1s%2F2021%2F03%2F22%2F20%2F40799904-0-image-a-21_1616445342227.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQHNPFrG0IriDqjj,87.0,39.0,4.0,3,'FAKE'
492,492,Daily Mail,You can only travel if you are fully COVID vaccinated!,Royal Caribbean and Celebrity Cruises announce they are relaunching in June,https://www.facebook.com/DailyMail/?__cft__[0]=AZWQWtLmbfRriRHAP9edhjz93U0hafmAww-PDxqvwM8K3xfqWJRttnt5f_rTCXoU2qR3ycg4Sy2Gc-_ulX-nA4091bajUw5lfvCGVdcFHIjoPWfkdi__VoyWDD3Fn7LAWYtPZ1A9Lu0AMxsiJSv8dbal&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQEjY9myBfgIm8A4&w=500&h=261&url=https%3A%2F%2Fs3.amazonaws.com%2Fprod-cust-photo-posts-jfaikqealaka%2Ffb28ab91-4f27-91df-e83a-c8580dad320e.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQGK0gmg53JXtaRS,124.0,118.0,16.0,2,'FAKE'
493,493,Daily Mail,'I didn't know if I'd ever step foot on a stage again',Demi Lovato feared her career was over after her near-fatal overdose,https://www.facebook.com/DailyMail/?__cft__[0]=AZVzpBcISv-l-4hXl2lnxxW0HV14RuNchXzYy95MtEu-pXhBnMpB6amqfkdvHO_y1vya4MBcDRH3R2GOd6OjnC_3WKvLHMs-KIi8A2eRyLvFW7mxbNmM3SSTKIKV1wYklHnHC2IDAl-0hNBguZAeAAhr&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQF7dPQW8o-x7Nif&w=500&h=261&url=https%3A%2F%2Fi.dailymail.co.uk%2F1s%2F2021%2F03%2F22%2F14%2F40787510-0-image-a-11_1616422957466.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQFham3QAwyXJr2R,99.0,95.0,3.0,0,'FAKE'
495,495,Daily Mail,It's not often you see this side of Zlatan,Zlatan Ibrahimovic reduced to TEARS in interview ahead of his Sweden return,https://www.facebook.com/DailyMail/?__cft__[0]=AZV9bjjKJTqvbqSkMs2hPxNoj9mmuuhkbD7-kF0PmYU1fXdo05skYoJ0jBRyLHUz0rm8EpEEtRnUTquDeyBLDqhBNMq1oEl7MwpRPWp2JaES-mzFZ6UVAXfpkwMPZ0APJQk9vXMZ_DKaR6-5awnvJhL8&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQEnbHrs6v-GDchO&w=500&h=261&url=https%3A%2F%2Fs3.amazonaws.com%2Fprod-cust-photo-posts-jfaikqealaka%2F2fa2ead3-e18b-a7a5-e13c-b200299ef149.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQEMKQKQl6lZBgOu,457.0,35.0,4.0,0,'FAKE'
496,496,Daily Mail,A beautiful unlikely friendship via SWNS,,https://www.facebook.com/DailyMail/?__cft__[0]=AZVknJKkbw9ugeSBqak0JjlSDJf_AAt2QhiKOEYN0KzGF0Df9pctR8QQx3jO616X0f5pg3F3W47biWtscYsAanqWVrfdVebQGSuAmmp2_9XN4N6Vo5Z-wbtsqXk0l8btXlXSU8BWH6AA6hhvKGRI3o0X83QWd2l6PvUujEGK8IOwHA&__tn__=kC%2CP-R,,422.0,23.0,46.0,0,'FAKE'
497,497,Daily Mail,BREAKING: Horrifying video footage shows multiple people lying wounded on the ground.,Colorado gunman shoots up grocery store and 'kills at least SIX including a cop',https://www.facebook.com/DailyMail/?__cft__[0]=AZWEx2RY-MRteBp0JVlsnA7mqIwK4otlC_PBj34Buo2gu3-0iUf-L9yRBCX645QSOG7RWah24oZhTKaaFl-vYLLmWbS0N-FOs2rhEgnuKFZlfJY2Gc3aAMpCvSTkHcFIDAb-q-geBKtDXdBPs1I1TlCp&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQFduit171M7kDVf&w=500&h=261&url=https%3A%2F%2Fs3.amazonaws.com%2Fprod-cust-photo-posts-jfaikqealaka%2Fdfa78f4c-1aa4-b768-3580-7743f0ed908d.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQHd9NSX0ddhSvn9,6000.0,2200.0,1200.0,2,'FAKE'
