,Unnamed: 0,Title,Article,Headline,Title_URL,Image,Facebook_likes,Facebook_comments,Facebook_shares,Comment_replies,results
209,209,CNN,"UN Secretary-General António Guterres says that the rise of extremism — including White supremacy, Neo-Nazism and anti-Asian violence — “must mobilize us all.”",,https://www.facebook.com/cnn/?__cft__[0]=AZUdgiKeVrTclcLFKKlr3zO-xj6h4iZOxFmJ7zKUuClHh1OeDoWfCnIAcAPyIBN5-RF49ihrpJGLgVNgZnNhWHc9sybIgJ4KzDhf5rlwgz0jcJabXhOCRsRDvnxPlmbCvhK5vEv5D2NZX8BkfEXLPT0AlxWlOi0-VR52bLM_p0At6Q&__tn__=-UC%2CP-R,,1000.0,733.0,143.0,0,'REAL'
212,212,CNN,"Republicans are “caught up in the racist terminology,” Democratic Rep. Pramila Jayapal says about GOP Rep. Chip Roy’s comments during a hearing on Asian American discrimination. “They’re not able to see ... the target that they’re putting on our backs, on the backs of our elders, our children” https://cnn.it/38Xtb14",,https://www.facebook.com/cnn/?__cft__[0]=AZVY9UsqE5sj_EnGUpuf-FvQqv4VNtfQKw_a1o7LRbxyf2nsQKnKsUUrdMLG3nFq6X2o_ClVbMXJjEgVbrJC2CGOQU2T26vB2IBs50j7R4xasXsGLvzvv_SAs8cKQDZgX00OgGlOgcJ-88nq7PNd2hBw_BHI6t5ivYfAeNXFHHjiQw&__tn__=-UC%2CP-R,,932.0,770.0,143.0,72,'REAL'
213,213,CNN,"New internal tensions in the age-old controversy have emerged, as the six Republican-appointed justices on the right wing diverge on curtailing precedent and more sharply clash with the court's three remaining Democratic-appointed liberals.",Supreme Court conservatives want to topple abortion rights -- but can't agree on how,https://www.facebook.com/cnn/?__cft__[0]=AZUZHLvZbZ_9vQqHfFCk88ozeDRu3OzAw9-f9IrWptHxtfK_qdKPHJe3mzNHBpBZoL7-1EGZJ7qVDX6b2V3IfggQj2QEi_pFxAhrEQoZAn1bFwryF9FtWZAdSS053qzLStIOQtTCy0kQ0Vkk0S3ks2HI&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQEweihlt_-lz6Vt&w=500&h=261&url=https%3A%2F%2Fcdn.cnn.com%2Fcnnnext%2Fdam%2Fassets%2F210317180021-scotus-conservatives-split-super-tease.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQFRe6KwllR-iXid,9600.0,2500.0,218.0,121,'REAL'
215,215,CNN,Join Miguel Marquez for a new CNN Special Report – The Human Cost of Covid – an emotional journey of loss and survival. Saturday at 9 p.m. ET,,https://www.facebook.com/cnn/?__cft__[0]=AZUAg_pBOZjvE5mcsa4ckazYUKrBv7yMW2CMlwJ2zOZGo2b4RVlsYD84nUMMOM6QYGDIzUYrQfxnVtbwos0hluAzSP_XFyXbi8RvqO96dvlVJsatQp7zpXRXeVJHx7kTzFKBfKE8VeZ4TjjnbpOTRFQCIg-bCLbElQApdfFLKVozLg&__tn__=-UC%2CP-R,https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-9/p843x403/162608525_10161844963866509_6101666727479236490_o.jpg?_nc_cat=103&ccb=1-3&_nc_sid=9267fe&_nc_ohc=Er86bR9Ul50AX_0hX82&_nc_ht=scontent-sjc3-1.xx&tp=6&oh=7f0d41c6358cf1284b5de9249ca57dd5&oe=6081AF13,1000.0,259.0,76.0,0,'REAL'
225,225,CNN,"More than 45,000 people have been killed in Brazil by the pandemic in the past month, but Brazilian President Jair Bolsonaro says there's a ""war"" against him personally.","As Covid-19 deaths soar in Brazil, Bolsonaro says there's a 'war' against him",https://www.facebook.com/cnn/?__cft__[0]=AZXBtvtJWL38XgzlZVMEPGHySMtUXXpFhXk6Hm4Q_gFP5IVgzoGWAwelQOukUKkw1O51Xja14xmLhBoYSWgNZZAHuba7Y6v4k6KaHTldqWGxdcjd_KAioFyAudE4vl9YymK-LsOKDfTmtjknVhOUalGm&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQFB3eN7O2N_Zc1a&w=500&h=261&url=https%3A%2F%2Fcdn.cnn.com%2Fcnnnext%2Fdam%2Fassets%2F210316114458-primera-bolsonaro-super-tease.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQEM3BbniczbpunX,635.0,369.0,78.0,0,'REAL'
227,227,CNN,"""Officials have not yet confirmed the motive for a horrific shooting spree at Asian spas in the state of Georgia,"" write CNN's Stephen Collinson and Caitlin Hu. ""But the outrage has sent a new wave of fear and horror through a minority community already traumatized by attacks and harassment during the pandemic.""",Analysis: The bias facing Black and Asian Americans reflects a broader problem,https://www.facebook.com/cnn/?__cft__[0]=AZVKjQenVbPvjbfCbl8w19NuSTYpfKOOy24Mb_bRa4EW85mIpL24X9TfcIkYqJCWjGTtSy4RUIL2LvlekugotsDWR6xqw_anJEnivFGDulJJU_94wyBq9CWauC0mg1B9-DFfT0SRuDXxs1QdNi2-jGQH&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQG-BcyLxF6huvCQ&w=500&h=261&url=https%3A%2F%2Fcdn.cnn.com%2Fcnnnext%2Fdam%2Fassets%2F210317165704-03-atlanta-massage-shootings-210317-super-tease.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQHZIYM_d2J_sn3g,1200.0,830.0,45.0,69,'REAL'
230,230,CNN,"The country still has a long way to go, but the vaccine rollout is looking a lot less chaotic",US coronavirus vaccine rollout becomes 'less messy',https://www.facebook.com/cnn/?__cft__[0]=AZUf1Sm-RlzQtWxLwQf3xqYNIN6pak5BiaDvMZOwr_PYdFVID047zCLjuCHcOrfRjX9oIjX7t8nshYon5z6DgVlBGcvmJYTDMssNjPO_duM9rfO9F1VeVyWr1sJaSJ3Q3rdrwoqXRe5mhZVarirbITgQ&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQF5A9bnKoh5kvQa&w=500&h=261&url=https%3A%2F%2Fcdn.cnn.com%2Fcnnnext%2Fdam%2Fassets%2F210318180843-nurse-holds-a-vaccine-super-tease.jpeg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQGQMs1FBD2ZY_RH,1100.0,281.0,47.0,3,'REAL'
233,233,CNN,"""It's going to be on the minds of business owners. If one person can lash out at an Asian business, what's to stop someone else from doing it?"" Asian business owners across industries say they are feeling vulnerable.",'No one was listening.' Asian business owners react to Atlanta shootings,https://www.facebook.com/cnn/?__cft__[0]=AZVELL_8hK7v44X6zDrmBnntwosPKn2Jklt1K-PyOquIFA0mcMtDzB4bVwJEhvaTqJfsVP2BvLdEVKEfT-BPQmG6LJPGJIrryi8lO9Bg18CkyvX34dEwBIVMTkkdi0bnl0wSpGI2uONmmYMFz-0Ne2m8&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQFQcUOuDxsSXq3M&w=500&h=261&url=https%3A%2F%2Fcdn.cnn.com%2Fcnnnext%2Fdam%2Fassets%2F210318034006-03-atlanta-shooting-memorial-0317-super-tease.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQFGu1s2_W0oUFv8,916.0,624.0,64.0,2,'REAL'
242,242,CNN,"The federal government currently has more than 14,000 migrant children in its custody, administration officials said on Thursday, even as they insist that what is happening on the southern border does not constitute a ""crisis.""","Biden administration says 14,000 migrant children in its custody as it refuses to call border situation a 'crisis'",https://www.facebook.com/cnn/?__cft__[0]=AZVZK5K-OOVM7xQ-5woQqDXV3defHFq7rAdAzFn_ceZu77OHy5HpmOF87sZ4rll2dW6Xe2q3LRoo9nqE4WaUSArhRT7zwO9mhf6wZUqGKP38AcCnz5oA_9aL5Dy7Tl0Zl_qGKibgDQzmtxazAO80A_t1&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQHjjpwQ10mTNghH&w=500&h=261&url=https%3A%2F%2Fcdn.cnn.com%2Fcnnnext%2Fdam%2Fassets%2F210316151003-102-border-crisis-0314-super-tease.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQH0kxg5_LZKaYwy,1400.0,918.0,88.0,19,'REAL'
243,243,CNN,"""He bullies old people,"" Xiao Zhen Xie said in a video taken after the attack by CNN affiliate KPIX. ""So I gave a punch.""",A 75-year-old Asian woman says she fought back after being attacked in San Francisco,https://www.facebook.com/cnn/?__cft__[0]=AZU3dRXo1E5dJDr2iqovT6wz1qfONnZIFl99Wem1szfrqnLHF7FpUaNo7OHIREoANCVL-zaN4Tf23Ecp-LgxwoJP1wP_edTW8BvzejCUeBFXQKnUuyZcVo95LU7eEhGBBt0PZxc8D3FkMlC5iPdfE85d&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQFILQMI8nHdJGB4&w=500&h=261&url=https%3A%2F%2Fcdn.cnn.com%2Fcnnnext%2Fdam%2Fassets%2F210318142545-san-francisco-attack-victim-fight-super-tease.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQF1vZ-vCNfTzVCT,32000.0,3100.0,1800.0,69,'REAL'
245,245,CNN,"It may not be a good idea to tune in on an empty stomach. The new CNN Original Series, Stanley Tucci #SearchingforItaly is mouthwateringly good. Visit Sicily Sunday at 9 p.m. ET/PT",,https://www.facebook.com/cnn/?__cft__[0]=AZX-JoCEQdinqcssb2YoALcdVLiaNbhc8nyQVOoKASuWDvMVapBG5o40noGZQq20cdO2T26vadwFSEIuYaVz8suYtce5JyuL2U4JePNjoRGApJvDM95J4AiQNLtf5_--IDO3DCq80lCRn7S_6H1p3LNC4FQbo5Cait7TjC_6WFclkA&__tn__=-UC%2CP-R,,3200.0,703.0,3100.0,1,'REAL'
251,251,CNN,"The Senate on Thursday confirmed William Burns to be President Joe Biden's CIA director, approving his nomination with no objections after Texas GOP Sen. Ted Cruz lifted his hold",Senate confirms William Burns to be next CIA director after Cruz lifts hold,https://www.facebook.com/cnn/?__cft__[0]=AZWEgYQlJAi4p8O4oHXvKCDzttxK7e_stMmxmM-t3CNjUiZBlDLqzrroBCvlWosubYwpRSsbDm1XlLKt-UdVFinRa-koEYFYItKleE29UV67yn0xxgtAVqBT1GwvW8AeOdr6xVKNpJyq6ZFrLJo5w7FY&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQF8tzrytymH2uws&w=500&h=261&url=https%3A%2F%2Fcdn.cnn.com%2Fcnnnext%2Fdam%2Fassets%2F210224140322-01-william-burns-testifies-0224-super-tease.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQExIxReZ-qgULbV,2900.0,235.0,65.0,6,'REAL'
253,253,CNN,"President Joe Biden says the US is expected to hit his administration's target of 100 million Covid-19 vaccine doses delivered to American arms on Friday, weeks ahead of his goal",Biden says US on pace to hit his administration's goal of 100 million Covid-19 vaccine shots on Friday,https://www.facebook.com/cnn/?__cft__[0]=AZVWvcgox1GmwQeaYMn38yJJCBiWrcXdfQRREKkKx1YJpb0oXVL3y7jXt8bhqJ-M3SeARcFzQLSGucT9LWD3WVvunLiAgnfiJqiVmgam0LMX_UiK68nRb55Xrwafam2IEHvFkWHP0AiqZ3jzJ1kSww01&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQGGNkdad9fc4Dmh&w=500&h=261&url=https%3A%2F%2Fcdn.cnn.com%2Fcnnnext%2Fdam%2Fassets%2F210317103228-01-biden-taxes-super-tease.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQGMBI5-sf6bRbrI,10000.0,5300.0,358.0,361,'REAL'
254,254,CNN,House Democrats are brushing back attacks as they review a contested Iowa race. They say it isn't like Trump's effort to reverse his electoral defeat.,"House Democrats weigh ejecting GOP winner of contested Iowa race, dismissing comparisons to Trump",https://www.facebook.com/cnn/?__cft__[0]=AZUEUMoEbByyUM56aKhekJrbGjV04J1-q9LlUJUJDC3lG3NvtbL6ipixbyDLbJ6z0VwGjA43ft1yqxq2kM0ozDltQ3L38-fjtfZrPB0eATchJPHhV4NoD-dyW1RV4vXyKsE0MCr6Dy0wuiceG9mQ1O5t&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQFVrVr-rJo-66JY&w=500&h=261&url=https%3A%2F%2Fcdn.cnn.com%2Fcnnnext%2Fdam%2Fassets%2F210317153143-rita-hart-mariannette-miller-meeks-split-super-tease.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQFJshr-igXE5I45,1500.0,479.0,58.0,16,'REAL'
261,261,CNN,"At least two of the eight people killed at Atlanta-area Asian massage spas Tuesday lived in the same spa where they worked, Georgia state Rep. Bee Nguyen said.",The victims of the spa shootings highlight the vulnerability of working-class Asian women as Asian Americans face rising fears,https://www.facebook.com/cnn/?__cft__[0]=AZVT3DNE9QiCsrGT6XZoXzOD3TAMpq0f6556dYsYbyCTnia4irZhtbqMs1sNRJk8ZGFb44PhVMz32Wj6Pma1e_AEAe3VVShCFZRII8KOrCWDho4y_SJYV04_3J1PzxWhpnQAlpQxA43tlJ5jZRM8mYNR&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQHtkNzUVfHOLBP6&w=500&h=261&url=https%3A%2F%2Fcdn.cnn.com%2Fcnnnext%2Fdam%2Fassets%2F210318012944-01-atlanta-shooting-memorial-0317-super-tease.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQHgXEnjUd-PZu6l,953.0,532.0,121.0,41,'REAL'
264,264,CNN,"The way their race intersects with their gender makes Asian and Asian American women uniquely vulnerable to violence, said Sung Yeon Choimorrow, executive director of the non-profit advocacy group National Asian Pacific American Women’s Forum",Unsettling questions surround the motive behind the Atlanta-area spa shootings as Asians in the US face increased hate,https://www.facebook.com/cnn/?__cft__[0]=AZUwtuNgHWRsJBnEPBtfERsSrrpXZ9de3yD7p-cOXs0xJSg-i5okMKHkSlpmVo-hMHWj8kt120pTrtwCgggd_QhIJghvz6EYLnO8R1MkVu7odA6S5OiKe_c5quO1vy8_YxaSrpYXtfPe6vYzPnwaTbcr&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQHtkNzUVfHOLBP6&w=500&h=261&url=https%3A%2F%2Fcdn.cnn.com%2Fcnnnext%2Fdam%2Fassets%2F210318012944-01-atlanta-shooting-memorial-0317-super-tease.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQHgXEnjUd-PZu6l,442.0,648.0,51.0,0,'REAL'
267,267,CNN,This is what we know about the victims so far,A trip to the spa that ended in death. These are some of the victims of the Atlanta-area shootings,https://www.facebook.com/cnn/?__cft__[0]=AZUhXizTBAkGoa6YzcHci5I1WIKGKfRR-NkGkDGx_7SFbff0aDD9W9LXEe_Z4qcyB9ibNHtoUKigTB2rHc9OuojdNRIAtkBaqCylL-Oj_8WMdjXXRI90KvYITtgnAuUN_g6K5mep4C7xDftclx4MVTM-&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQHVH0YJcJY7jcDQ&w=500&h=261&url=https%3A%2F%2Fcdn.cnn.com%2Fcnnnext%2Fdam%2Fassets%2F210318021257-delaina-yaun-elcias-hernandez-ortiz-split-super-tease.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQGxaFWpBpFe2zuw,13000.0,2500.0,1500.0,106,'REAL'
268,268,CNN,"""As we have seen in the past few weeks, the monarchy is not immune from a reckoning on race,"" writes CNN's Tara John.",Analysis: The royals have always stayed out of politics. Now they've waded into Britain's culture wars,https://www.facebook.com/cnn/?__cft__[0]=AZXZvoCOm88_O6hXdCKIKzqTEM0jiw8H_vkoHJmybWFg4LO_WT3Y_rq7lskg94MJGJ8tG2NermPz_8V7NIOlHCPqsQJROM70gkWjls37_DwSR-lCaAlXSSqy5YVNFVC_2E4YbcoIB6Q08aKH0FI1L5fk&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQEh3sPb0eWjsuaR&w=500&h=261&url=https%3A%2F%2Fcdn.cnn.com%2Fcnnnext%2Fdam%2Fassets%2F210306112719-01-harry-meghan-oprah-handout-super-tease.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQF2GFP8iu88XbEN,479.0,421.0,37.0,7,'REAL'
270,270,CNN,Join Miguel Marquez for a new CNN Special Report – The Human Cost of Covid – an emotional journey of loss and survival. Saturday at 9 p.m. ET,,https://www.facebook.com/cnn/?__cft__[0]=AZWmvr2iLN4pq5q7_fhw-OLcSF4vQG4Wy4F_qRqrHjZn5EjtywL2DyJ9ox9nnea9PHpcDVVRgp8Mj6GGzmABW7-C4XVdNU2sPq0TFJRXyU9FFOXX_VPO_xAHfsH2jzYrG2CkkkRSTzHO2DbYIvdDEFckFjxsbEJlM2oXAn-Ufjmb_g&__tn__=-UC%2CP-R,,666.0,306.0,130.0,0,'REAL'
271,271,CNN,"“You cannot separate the misogyny, the racism and gender-based violence,” Georgia State Rep. Bee Nguyen says after eight people, including six Asian women, were killed in three Atlanta-area shootings.",,https://www.facebook.com/cnn/?__cft__[0]=AZUq3CP1fWacypaV80e8os8grGjG9I__WpKb8NwL2NtZkrpL9rMn5oJ5y8nBHPaTACRt2LRFZbLiDBPMgmIJ5celNlZNQFoWO2zo4c04i-_KKSoHrmFjGqZWFsSMcKHTP-6S_go20FX935KJStUm6K-AoQxrT5YRzzZEfbMD-EJktA&__tn__=-UC%2CP-R,,891.0,754.0,216.0,6,'REAL'
272,272,CNN,Danny Griffiths bailed on a wave in March 2017 and thought he'd never see his board again,"Lost surfboard turns up 1,700 miles from home",https://www.facebook.com/cnn/?__cft__[0]=AZWJDriFiefaLMgPcTO4GwjSqSiwjR8pa6B3-BzfRVWu7YOEwbmH0YXnDa1i3WTYpl_QfAV7rPoeLYSpFMX2baX_W0LqM3Mk-iatAbLpMP1QI5wiSp3b9GuG_2QoHIQ6QAZ_LEpsn3qIGt0NwrVD7za2&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQFqrK5DSjHCbMXL&w=500&h=261&url=https%3A%2F%2Fcdn.cnn.com%2Fcnnnext%2Fdam%2Fassets%2F210318081549-01-danny-griffiths-surfboard-recovered-scli-intl-super-tease.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQHanDDm9sZLW6wm,,,,2,'REAL'
274,274,CNN,"The US may be on the cusp of another Covid-19 case surge, one expert says. It's a surge that health officials have repeatedly warned about as state leaders eased restrictions and several lifted mask mandates.","US could be on the cusp of Covid-19 infection surge officials have been dreading, expert warns",https://www.facebook.com/cnn/?__cft__[0]=AZXExMqoK16IQWR4ZBBpWGZwHGycr7TzhEpldBa6Uof5-H_hFpwrvJyOb7B0TPdR9JBlahTWFGdqpo4v2IuyFAp4sXBO2gdcCHfL9ShWulCa7BdjlYBBzThzrT6QGbChfFz1kgco6ZDCOSEBhgBeKlys&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQF1XmKPPoL976DY&w=500&h=261&url=https%3A%2F%2Fcdn.cnn.com%2Fcnnnext%2Fdam%2Fassets%2F210318004629-01-big-ten-tournament-mask-sign-0311-super-tease.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQEYx748ZPlbR9Fa,2700.0,2300.0,296.0,407,'REAL'
277,277,CNN,"""Growing up it was always something that might be a little more subtle or verbal, but I think what we're seeing right now is a lot of physical, actual violence, lives being taken,"" Lin said","Violence towards Asian Americans is 'hitting differently' amid the pandemic, says former NBA star Jeremy Lin",https://www.facebook.com/cnn/?__cft__[0]=AZU3i8bNnYHzpkUjvtK4U5zix1GgGdUgrno2BtmtyFWs4c3MvE163NeR5-I-Q9shMG19SLJa4yqDjXuytGHeHCoaOAks70bm_lottWYKwNsM8nElNq5qYrpImtGcygg3h83yd8btPSYcpxoNtFH-WOf9&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQFydw1yzDhqnkCF&w=500&h=261&url=https%3A%2F%2Fcdn.cnn.com%2Fcnnnext%2Fdam%2Fassets%2F210318081606-restricted-jeremy-lin-0218-super-tease.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQHsbTLYdeyF-N1B,2700.0,1600.0,257.0,58,'REAL'
278,278,CNN,"President Joe Biden doubled down on vows he made as a candidate in an ABC News interview Wednesday, saying that those earning more than $400,000 ""will see a small to significant tax increase.""",Here's how Biden wants to raise taxes on the wealthy and corporations,https://www.facebook.com/cnn/?__cft__[0]=AZVLNXsO45em3Qg14C5RipZQ2f0kR_rWVJg2tS3U7unGumP7TINmqSQ9i4Sx2Fj2OvyV6FuM2IE-ZLoWR1IHC5gOiwzeVAF4x7YR5S9iP7t_90HEOU2xszSmXabX_TH_UFsER5wqUBriuYPdkgZie3H3&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQGGNkdad9fc4Dmh&w=500&h=261&url=https%3A%2F%2Fcdn.cnn.com%2Fcnnnext%2Fdam%2Fassets%2F210317103228-01-biden-taxes-super-tease.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQGMBI5-sf6bRbrI,,,,31,'REAL'
279,279,CNN,"Here's how Asian parents can help to address their kids' reasonable fears and mental anguish, and how non-Asian parents can raise compassionate kids who embrace a diverse world. | Analysis by Christine Koh",How parents can support kids through (and beyond) the latest wave of anti-Asian American violence | Analysis,https://www.facebook.com/cnn/?__cft__[0]=AZWabvMuP8Bspl0Ifq7kqiOhAnRCXPEU_D17VcoAuQ76pHjMT7OrjOS3cDDLEarKt2DmEn7FecLuvGgtg388BFbACiO-3SLmnNLjzS26tnieLsCs73AhA1plMQ5KsStRmNP6j-eIn-0462YN_bqJklcM&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?w=500&h=261&url=https%3A%2F%2Fcdn.cnn.com%2Fcnnnext%2Fdam%2Fassets%2F210317194145-04-anti-asian-attacks-protest-0313-seattle-super-tease.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQEXCCfxtx-4tPkM,1400.0,938.0,269.0,94,'REAL'
280,280,CNN,"For the past 12 months, first-time claims for jobless benefits have been higher than during the worst moments of the Great Recession.",Jobless claims are still higher than during the Great Recession a year after the pandemic started,https://www.facebook.com/cnn/?__cft__[0]=AZWCWYaKFfjz-KRAybtyh1_uukxnnA4CNBbqgcelEtMGNTdM0_wAb2Tt_BYcsVm7AGOLSKlPavp7UmSFSUrCSP0Xzr-IMm9KjVM23TT5Gg6ad9c4NxKc2NN4-tdadoSIH0Ifj4MPEs-fGWM_Lto4TMqS&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQHUPWml377DatdN&w=500&h=261&url=https%3A%2F%2Fcdn.cnn.com%2Fcnnnext%2Fdam%2Fassets%2F210317180507-restricted-unemployment-benefits-032021-super-tease.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQGJlmtEKAYIfRkh,518.0,767.0,83.0,2,'REAL'
282,282,CNN,Experts and activists say the suspect's remarks are rooted in a history of misogyny and stereotypes that are all too familiar for Asian and Asian American women,"Fetishized, sexualized and marginalized, Asian women are uniquely vulnerable to violence",https://www.facebook.com/cnn/?__cft__[0]=AZXhBfCpIgvINElmqETcrEHLNbmx3RVMUwjCKhrUmfo2O7WAW5UAa722veVL4vORL4w7s27kPv-cvRgGPmRntJlutms6fNHTo87lseQZv_sLraRIc7yJ1DjUOvlyAwL2Ve6qNeL6OGK4P5eIApayB656&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQGZvqLDSBEQkMq7&w=500&h=261&url=https%3A%2F%2Fcdn.cnn.com%2Fcnnnext%2Fdam%2Fassets%2F210317133912-aeromatherapy-spa-atlanta-super-tease.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQETOBCuXmA66468,5600.0,2600.0,1300.0,94,'REAL'
285,285,CNN,The true scope of the problem is difficult to quantify because of poor data collection and low rates of reporting,Why hate crime data can't capture the true scope of anti-Asian violence,https://www.facebook.com/cnn/?__cft__[0]=AZVKYuudUeq3zrKLglM8K4AAYAtxC3Jm00i5kBtF2AbV-_V6AUEcVQOjuw0_t4LOdT4C9UcCrYXgjh6hnp_BuK3VRY-t5oMaccfzgeUwg4s-5-zmZO8aft5QHhc08rbuKLbbQC2PFi72hyHRp7tEllIh&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQHTZybOXdaKnJtw&w=500&h=261&url=https%3A%2F%2Fcdn.cnn.com%2Fcnnnext%2Fdam%2Fassets%2F210317153839-03-anti-asian-attacks-protest-0313-los-angeles-super-tease.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQGYcrmAZSWaEi8f,1500.0,1000.0,213.0,108,'REAL'
286,286,CNN,"""Dick personified what it meant to a be a Boston Marathoner, showing determination, passion, and love every Patriots' Day for more than three decades.""",Boston Marathon icon Dick Hoyt has died at age 80,https://www.facebook.com/cnn/?__cft__[0]=AZV5-u0LaYiEv5h2BcUd5DSQT4F4oDxpkKX7BuwsL4REchYcQa-03J947ubp5ymo3U5eDeChCBQCLUT1MSKO8eLQJEMyEmxmPHHjyxVQTnHxVADINYk1KpH3rf8aWmE4Ia7q_Z11pmUyHuDpuQm4cxc7&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQGISX6HqGzpFGRt&w=500&h=261&url=https%3A%2F%2Fcdn.cnn.com%2Fcnnnext%2Fdam%2Fassets%2F210318031408-02-dick-hoyt-super-tease.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQHN2lgCuVE1SuUB,836.0,106.0,68.0,1,'REAL'
290,290,CNN,"""In one sense, it's immaterial whether the accused killer in the Atlanta spa shootings admits to a racist motivation. Asian Americans, already traumatized by a rising tide of hate, violence and rhetoric, have been living in fear for months,"" writes CNN's Stephen Collinson.",Analysis: White supremacy and hate are haunting Asian Americans,https://www.facebook.com/cnn/?__cft__[0]=AZUkqDRLXuZ_dsiy302buPTZHF4C-pnreLF3BEEd-Osr89Ht0CD7v5KWxs0M09JSpbjvdBSwce065fPRuvvVFRbik-bRBWPJvsAXRMgxaBoFDyKc3UBvQUjCLyZ-Ur1cjTuxKE0vsa1fM9zDJ7oklrPC&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQFB5iI9Cbywl747&w=500&h=261&url=https%3A%2F%2Fcdn.cnn.com%2Fcnnnext%2Fdam%2Fassets%2F210317002333-05-atlanta-spa-shootings-super-tease.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQHBT5WnjRy7nx-g,2100.0,1900.0,183.0,7,'REAL'
